kombinasyon_kodu,meslek,konaklama,ulasim,bolge,cocuklu,evrak_sayisi,evrak_listesi,uyari_sayisi
IT_TUR_CALISAN_TREN_OTEL_ISTANBUL_COCUKLU,calisan,otel,tren,istanbul,True,19,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_CALISAN_TREN_OTEL_IZMIR_COCUKSUZ,calisan,otel,tren,izmir,False,16,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT,1
IT_TUR_CALISAN_TREN_OTEL_IZMIR_COCUKLU,calisan,otel,tren,izmir,True,19,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_CALISAN_TREN_OTEL_DIGER_COCUKSUZ,calisan,otel,tren,diger,False,16,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT,1
IT_TUR_CALISAN_TREN_OTEL_DIGER_COCUKLU,calisan,otel,tren,diger,True,19,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_CALISAN_UCAK_DAVETIYE_ANKARA_COCUKSUZ,calisan,davetiye,ucak,ankara,False,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT,2
IT_TUR_CALISAN_UCAK_DAVETIYE_ANKARA_COCUKLU,calisan,davetiye,ucak,ankara,True,20,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,6
IT_TUR_CALISAN_UCAK_DAVETIYE_ISTANBUL_COCUKSUZ,calisan,davetiye,ucak,istanbul,False,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT,2
IT_TUR_CALISAN_UCAK_DAVETIYE_ISTANBUL_COCUKLU,calisan,davetiye,ucak,istanbul,True,20,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,5
IT_TUR_CALISAN_UCAK_DAVETIYE_IZMIR_COCUKSUZ,calisan,davetiye,ucak,izmir,False,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT,3
IT_TUR_CALISAN_UCAK_DAVETIYE_IZMIR_COCUKLU,calisan,davetiye,ucak,izmir,True,20,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,6
IT_TUR_CALISAN_UCAK_DAVETIYE_DIGER_COCUKSUZ,calisan,davetiye,ucak,diger,False,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT,2
IT_TUR_CALISAN_UCAK_DAVETIYE_DIGER_COCUKLU,calisan,davetiye,ucak,diger,True,20,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,5
IT_TUR_CALISAN_ARAC_DAVETIYE_ANKARA_COCUKSUZ,calisan,davetiye,arac,ankara,False,19,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT,1
IT_TUR_CALISAN_ARAC_DAVETIYE_ANKARA_COCUKLU,calisan,davetiye,arac,ankara,True,22,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,5
IT_TUR_CALISAN_ARAC_DAVETIYE_ISTANBUL_COCUKSUZ,calisan,davetiye,arac,istanbul,False,19,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT,1
IT_TUR_CALISAN_ARAC_DAVETIYE_ISTANBUL_COCUKLU,calisan,davetiye,arac,istanbul,True,22,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_CALISAN_ARAC_DAVETIYE_IZMIR_COCUKSUZ,calisan,davetiye,arac,izmir,False,19,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT,2
IT_TUR_CALISAN_ARAC_DAVETIYE_IZMIR_COCUKLU,calisan,davetiye,arac,izmir,True,22,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,5
IT_TUR_CALISAN_ARAC_DAVETIYE_DIGER_COCUKSUZ,calisan,davetiye,arac,diger,False,19,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT,1
IT_TUR_CALISAN_ARAC_DAVETIYE_DIGER_COCUKLU,calisan,davetiye,arac,diger,True,22,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_CALISAN_OTOBUS_DAVETIYE_ANKARA_COCUKSUZ,calisan,davetiye,otobus,ankara,False,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT,1
IT_TUR_CALISAN_OTOBUS_DAVETIYE_ANKARA_COCUKLU,calisan,davetiye,otobus,ankara,True,20,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,5
IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKSUZ,calisan,davetiye,otobus,istanbul,False,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT,1
IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKLU,calisan,davetiye,otobus,istanbul,True,20,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_CALISAN_OTOBUS_DAVETIYE_IZMIR_COCUKSUZ,calisan,davetiye,otobus,izmir,False,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT,2
IT_TUR_CALISAN_OTOBUS_DAVETIYE_IZMIR_COCUKLU,calisan,davetiye,otobus,izmir,True,20,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,5
IT_TUR_CALISAN_OTOBUS_DAVETIYE_DIGER_COCUKSUZ,calisan,davetiye,otobus,diger,False,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT,1
IT_TUR_CALISAN_OTOBUS_DAVETIYE_DIGER_COCUKLU,calisan,davetiye,otobus,diger,True,20,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_CALISAN_GEMI_DAVETIYE_ANKARA_COCUKSUZ,calisan,davetiye,gemi,ankara,False,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT,1
IT_TUR_CALISAN_GEMI_DAVETIYE_ANKARA_COCUKLU,calisan,davetiye,gemi,ankara,True,20,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,5
IT_TUR_CALISAN_GEMI_DAVETIYE_ISTANBUL_COCUKSUZ,calisan,davetiye,gemi,istanbul,False,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT,1
IT_TUR_CALISAN_GEMI_DAVETIYE_ISTANBUL_COCUKLU,calisan,davetiye,gemi,istanbul,True,20,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_CALISAN_GEMI_DAVETIYE_IZMIR_COCUKSUZ,calisan,davetiye,gemi,izmir,False,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT,2
IT_TUR_CALISAN_GEMI_DAVETIYE_IZMIR_COCUKLU,calisan,davetiye,gemi,izmir,True,20,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,5
IT_TUR_CALISAN_GEMI_DAVETIYE_DIGER_COCUKSUZ,calisan,davetiye,gemi,diger,False,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT,1
IT_TUR_CALISAN_GEMI_DAVETIYE_DIGER_COCUKLU,calisan,davetiye,gemi,diger,True,20,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_CALISAN_TREN_DAVETIYE_ANKARA_COCUKSUZ,calisan,davetiye,tren,ankara,False,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT,1
IT_TUR_CALISAN_TREN_DAVETIYE_ANKARA_COCUKLU,calisan,davetiye,tren,ankara,True,20,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,5
IT_TUR_CALISAN_TREN_DAVETIYE_ISTANBUL_COCUKSUZ,calisan,davetiye,tren,istanbul,False,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT,1
IT_TUR_CALISAN_TREN_DAVETIYE_ISTANBUL_COCUKLU,calisan,davetiye,tren,istanbul,True,20,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|CALISMA_IZIN_BELGESI|CALISMA_EVRAKLARI|IMZA_SIRKULERI_CALISAN|MADDI_GELIR_CALISAN|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
