kombinasyon_kodu,meslek,konaklama,ulasim,bolge,cocuklu,evrak_sayisi,evrak_listesi,uyari_sayisi
IT_TUR_OGRENCI_GEMI_OTEL_ISTANBUL_COCUKSUZ,ogrenci,otel,gemi,istanbul,False,15,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|OTEL_REZERVASYONU|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI,0
IT_TUR_OGRENCI_GEMI_OTEL_ISTANBUL_COCUKLU,ogrenci,otel,gemi,istanbul,True,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|OTEL_REZERVASYONU|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,3
IT_TUR_OGRENCI_GEMI_OTEL_IZMIR_COCUKSUZ,ogrenci,otel,gemi,izmir,False,15,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|OTEL_REZERVASYONU|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI,0
IT_TUR_OGRENCI_GEMI_OTEL_IZMIR_COCUKLU,ogrenci,otel,gemi,izmir,True,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|OTEL_REZERVASYONU|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,3
IT_TUR_OGRENCI_GEMI_OTEL_DIGER_COCUKSUZ,ogrenci,otel,gemi,diger,False,15,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|OTEL_REZERVASYONU|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI,0
IT_TUR_OGRENCI_GEMI_OTEL_DIGER_COCUKLU,ogrenci,otel,gemi,diger,True,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|OTEL_REZERVASYONU|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,3
IT_TUR_OGRENCI_TREN_OTEL_ANKARA_COCUKSUZ,ogrenci,otel,tren,ankara,False,15,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI,0
IT_TUR_OGRENCI_TREN_OTEL_ANKARA_COCUKLU,ogrenci,otel,tren,ankara,True,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_OGRENCI_TREN_OTEL_ISTANBUL_COCUKSUZ,ogrenci,otel,tren,istanbul,False,15,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI,0
IT_TUR_OGRENCI_TREN_OTEL_ISTANBUL_COCUKLU,ogrenci,otel,tren,istanbul,True,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,3
IT_TUR_OGRENCI_TREN_OTEL_IZMIR_COCUKSUZ,ogrenci,otel,tren,izmir,False,15,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI,0
IT_TUR_OGRENCI_TREN_OTEL_IZMIR_COCUKLU,ogrenci,otel,tren,izmir,True,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,3
IT_TUR_OGRENCI_TREN_OTEL_DIGER_COCUKSUZ,ogrenci,otel,tren,diger,False,15,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI,0
IT_TUR_OGRENCI_TREN_OTEL_DIGER_COCUKLU,ogrenci,otel,tren,diger,True,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,3
IT_TUR_OGRENCI_UCAK_DAVETIYE_ANKARA_COCUKSUZ,ogrenci,davetiye,ucak,ankara,False,16,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI,1
IT_TUR_OGRENCI_UCAK_DAVETIYE_ANKARA_COCUKLU,ogrenci,davetiye,ucak,ankara,True,19,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,5
IT_TUR_OGRENCI_UCAK_DAVETIYE_ISTANBUL_COCUKSUZ,ogrenci,davetiye,ucak,istanbul,False,16,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI,1
IT_TUR_OGRENCI_UCAK_DAVETIYE_ISTANBUL_COCUKLU,ogrenci,davetiye,ucak,istanbul,True,19,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_OGRENCI_UCAK_DAVETIYE_IZMIR_COCUKSUZ,ogrenci,davetiye,ucak,izmir,False,16,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI,2
IT_TUR_OGRENCI_UCAK_DAVETIYE_IZMIR_COCUKLU,ogrenci,davetiye,ucak,izmir,True,19,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,5
IT_TUR_OGRENCI_UCAK_DAVETIYE_DIGER_COCUKSUZ,ogrenci,davetiye,ucak,diger,False,16,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI,1
IT_TUR_OGRENCI_UCAK_DAVETIYE_DIGER_COCUKLU,ogrenci,davetiye,ucak,diger,True,19,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_OGRENCI_ARAC_DAVETIYE_ANKARA_COCUKSUZ,ogrenci,davetiye,arac,ankara,False,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI,0
IT_TUR_OGRENCI_ARAC_DAVETIYE_ANKARA_COCUKLU,ogrenci,davetiye,arac,ankara,True,21,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_OGRENCI_ARAC_DAVETIYE_ISTANBUL_COCUKSUZ,ogrenci,davetiye,arac,istanbul,False,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI,0
IT_TUR_OGRENCI_ARAC_DAVETIYE_ISTANBUL_COCUKLU,ogrenci,davetiye,arac,istanbul,True,21,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,3
IT_TUR_OGRENCI_ARAC_DAVETIYE_IZMIR_COCUKSUZ,ogrenci,davetiye,arac,izmir,False,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI,1
IT_TUR_OGRENCI_ARAC_DAVETIYE_IZMIR_COCUKLU,ogrenci,davetiye,arac,izmir,True,21,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_OGRENCI_ARAC_DAVETIYE_DIGER_COCUKSUZ,ogrenci,davetiye,arac,diger,False,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI,0
IT_TUR_OGRENCI_ARAC_DAVETIYE_DIGER_COCUKLU,ogrenci,davetiye,arac,diger,True,21,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,3
IT_TUR_OGRENCI_OTOBUS_DAVETIYE_ANKARA_COCUKSUZ,ogrenci,davetiye,otobus,ankara,False,16,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI,0
IT_TUR_OGRENCI_OTOBUS_DAVETIYE_ANKARA_COCUKLU,ogrenci,davetiye,otobus,ankara,True,19,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_OGRENCI_OTOBUS_DAVETIYE_ISTANBUL_COCUKSUZ,ogrenci,davetiye,otobus,istanbul,False,16,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI,0
IT_TUR_OGRENCI_OTOBUS_DAVETIYE_ISTANBUL_COCUKLU,ogrenci,davetiye,otobus,istanbul,True,19,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,3
IT_TUR_OGRENCI_OTOBUS_DAVETIYE_IZMIR_COCUKSUZ,ogrenci,davetiye,otobus,izmir,False,16,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI,1
IT_TUR_OGRENCI_OTOBUS_DAVETIYE_IZMIR_COCUKLU,ogrenci,davetiye,otobus,izmir,True,19,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_OGRENCI_OTOBUS_DAVETIYE_DIGER_COCUKSUZ,ogrenci,davetiye,otobus,diger,False,16,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI,0
IT_TUR_OGRENCI_OTOBUS_DAVETIYE_DIGER_COCUKLU,ogrenci,davetiye,otobus,diger,True,19,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,3
IT_TUR_OGRENCI_GEMI_DAVETIYE_ANKARA_COCUKSUZ,ogrenci,davetiye,gemi,ankara,False,16,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI,0
IT_TUR_OGRENCI_GEMI_DAVETIYE_ANKARA_COCUKLU,ogrenci,davetiye,gemi,ankara,True,19,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_OGRENCI_GEMI_DAVETIYE_ISTANBUL_COCUKSUZ,ogrenci,davetiye,gemi,istanbul,False,16,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI,0
IT_TUR_OGRENCI_GEMI_DAVETIYE_ISTANBUL_COCUKLU,ogrenci,davetiye,gemi,istanbul,True,19,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,3
IT_TUR_OGRENCI_GEMI_DAVETIYE_IZMIR_COCUKSUZ,ogrenci,davetiye,gemi,izmir,False,16,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI,1
IT_TUR_OGRENCI_GEMI_DAVETIYE_IZMIR_COCUKLU,ogrenci,davetiye,gemi,izmir,True,19,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|OGRENCI_BELGESI|MADDI_GELIR_OGRENCI|TEMINAT|MADDI_DESTEKCI_OGRENCI|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
